,am_ep,paradiselost,fq1596,fowre_hymnes,axiochus,prothalamion
sinner,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sinners,0.0,0.0,0.0,4.505525936990736,0.0,0.0
sinning,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sinuous,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sion,0.0,11.26381484247684,0.0,0.0,0.0,0.0
siriue,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sirknight,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sirocco,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sisera,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sisipus,0.0,0.0,0.0,0.0,2.252762968495368,0.0
sister,0.0,1.8472978603872037,25.86217004542085,0.0,0.0,0.0
sisyphus,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sit,0.0,0.0,9.011051873981472,0.0,0.0,0.0
sited,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sitly,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sittest,0.0,1.8472978603872037,5.541893581161611,0.0,0.0,0.0
sitteth,0.0,0.0,0.0,0.0,2.252762968495368,0.0
sittim,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sitting,0.0,11.083787162323222,57.26623367200332,0.0,0.0,0.0
situate,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
situation,0.0,4.505525936990736,0.0,0.0,0.0,0.0
six,1.5596157879354227,9.357694727612536,14.036542091418804,0.0,0.0,0.0
sixe,0.0,0.0,42.80249640141199,0.0,0.0,0.0
sixt,0.0,7.389191441548815,7.389191441548815,0.0,0.0,0.0
sixte,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sixteen,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sixth,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
size,0.0,4.505525936990736,0.0,0.0,0.0,0.0
skaly,0.0,2.252762968495368,0.0,0.0,0.0,0.0
skand,0.0,0.0,0.0,2.252762968495368,0.0,0.0
skell,0.0,0.0,2.252762968495368,0.0,0.0,0.0
skie,0.0,2.252762968495368,0.0,0.0,0.0,0.0
skies,0.0,0.0,31.404063626582463,1.8472978603872037,0.0,0.0
skiff,0.0,2.252762968495368,0.0,0.0,0.0,0.0
skildin,0.0,0.0,2.252762968495368,0.0,0.0,0.0
skilful,1.5596157879354227,3.1192315758708453,12.476926303483381,0.0,0.0,0.0
skilled,1.5596157879354227,1.5596157879354227,15.596157879354227,0.0,0.0,0.0
skim,0.0,0.0,2.252762968495368,0.0,0.0,0.0
skin,0.0,0.0,33.79144452743052,0.0,0.0,0.0
skins,0.0,4.505525936990736,0.0,0.0,0.0,0.0
skippet,0.0,0.0,2.252762968495368,0.0,0.0,0.0
skirmish,0.0,0.0,0.0,0.0,2.252762968495368,0.0
skirmishes,0.0,0.0,1.8472978603872037,0.0,1.8472978603872037,0.0
skirmishing,0.0,0.0,2.252762968495368,0.0,0.0,0.0
skirt,0.0,3.6945957207744073,3.6945957207744073,0.0,0.0,0.0
skirted,0.0,2.252762968495368,0.0,0.0,0.0,0.0
skirts,0.0,7.389191441548815,1.8472978603872037,0.0,0.0,0.0
skreen,0.0,0.0,2.252762968495368,0.0,0.0,0.0
skull,0.0,0.0,2.252762968495368,0.0,0.0,0.0
skulls,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
sl,2.252762968495368,0.0,0.0,0.0,0.0,0.0
slack,0.0,6.238463151741691,15.596157879354227,1.5596157879354227,0.0,0.0
slackness,0.0,2.252762968495368,0.0,0.0,0.0,0.0
slake,0.0,0.0,36.04420749592589,0.0,0.0,0.0
slaked,0.0,0.0,9.011051873981472,0.0,0.0,0.0
slander,0.0,0.0,6.758288905486104,0.0,0.0,0.0
slanderous,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
slanderously,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slanders,0.0,0.0,3.6945957207744073,0.0,1.8472978603872037,0.0
slane,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slant,0.0,2.252762968495368,0.0,0.0,0.0,0.0
slases,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slashing,0.0,0.0,4.505525936990736,0.0,0.0,0.0
slaughter,0.0,3.6945957207744073,12.931085022710425,0.0,0.0,0.0
slaughtered,0.0,0.0,6.758288905486104,0.0,0.0,0.0
slaughters,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slave,0.0,3.6945957207744073,5.541893581161611,0.0,0.0,0.0
slavered,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slaves,0.0,1.8472978603872037,5.541893581161611,0.0,0.0,0.0
slay,0.0,0.0,56.3190742123842,0.0,0.0,0.0
slayer,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slaying,3.6945957207744073,0.0,1.8472978603872037,0.0,0.0,0.0
slays,0.0,0.0,11.26381484247684,0.0,0.0,0.0
sled,0.0,0.0,4.505525936990736,0.0,0.0,0.0
sledge,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0,0.0
sledges,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sleek,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sleepers,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sleepest,0.0,4.505525936990736,0.0,0.0,0.0,0.0
sleeping,0.0,12.931085022710425,35.09865934735687,0.0,0.0,0.0
sleepless,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sleeps,1.5596157879354227,6.238463151741691,3.1192315758708453,0.0,0.0,0.0
sleepy,0.0,1.8472978603872037,7.389191441548815,0.0,0.0,0.0
sleet,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sleeves,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sleight,0.0,0.0,15.769340779467576,0.0,0.0,0.0
sleights,0.0,1.8472978603872037,16.625680743484832,0.0,0.0,0.0
slender,0.0,5.541893581161611,12.931085022710425,0.0,0.0,0.0
sleptest,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
slewbloome,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slewlogher,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slid,0.0,0.0,4.505525936990736,0.0,0.0,0.0
slide,1.5596157879354227,0.0,12.476926303483381,1.5596157879354227,0.0,0.0
sliding,0.0,1.8472978603872037,5.541893581161611,0.0,0.0,0.0
slight,1.5596157879354227,3.1192315758708453,26.513468394902183,0.0,0.0,0.0
slightly,0.0,2.252762968495368,0.0,0.0,0.0,0.0
slights,0.0,0.0,13.516577810972208,0.0,0.0,0.0
slimy,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sling,0.0,2.252762968495368,0.0,0.0,0.0,0.0
slip,0.0,1.8472978603872037,7.389191441548815,0.0,0.0,0.0
slipped,0.0,0.0,1.8472978603872037,0.0,1.8472978603872037,0.0
slippery,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slipping,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slips,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slope,0.0,6.758288905486104,0.0,0.0,0.0,0.0
sloth,0.0,5.541893581161611,11.083787162323222,0.0,0.0,0.0
slothful,0.0,1.8472978603872037,11.083787162323222,0.0,0.0,0.0
slow,0.0,17.15577366728965,28.073084182837608,0.0,0.0,1.5596157879354227
slowest,0.0,2.252762968495368,0.0,0.0,0.0,0.0
slowly,5.541893581161611,1.8472978603872037,0.0,0.0,0.0,0.0
slowre,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slowth,0.0,0.0,4.505525936990736,0.0,0.0,0.0
slug,0.0,0.0,4.505525936990736,0.0,0.0,0.0
sluggish,0.0,0.0,15.769340779467576,0.0,0.0,0.0
sluice,0.0,4.505525936990736,0.0,0.0,0.0,0.0
sluices,0.0,2.252762968495368,0.0,0.0,0.0,0.0
slumber,0.0,3.1192315758708453,20.275005243160493,0.0,1.5596157879354227,0.0
slumberd,0.0,2.252762968495368,0.0,0.0,0.0,0.0
slumbered,0.0,0.0,6.758288905486104,0.0,0.0,0.0
slumbering,1.5596157879354227,3.1192315758708453,14.036542091418804,0.0,0.0,0.0
slumberous,0.0,2.252762968495368,0.0,0.0,0.0,0.0
slumbers,0.0,2.252762968495368,0.0,0.0,0.0,0.0
slumbery,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slunk,0.0,6.758288905486104,0.0,0.0,0.0,0.0
sly,1.5596157879354227,7.798078939677113,12.476926303483381,0.0,0.0,0.0
slyly,0.0,0.0,2.252762968495368,0.0,0.0,0.0
slyppes,0.0,0.0,0.0,0.0,2.252762968495368,0.0
smack,0.0,0.0,2.252762968495368,0.0,0.0,0.0
smallage,0.0,0.0,0.0,2.252762968495368,0.0,0.0
smaller,0.0,2.252762968495368,0.0,0.0,0.0,0.0
smallest,0.0,9.236489301936018,1.8472978603872037,0.0,0.0,0.0
smarting,0.0,0.0,9.011051873981472,0.0,0.0,0.0
smarts,0.0,0.0,18.472978603872036,1.8472978603872037,0.0,0.0
smeard,0.0,2.252762968495368,0.0,0.0,0.0,0.0
smelled,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0,0.0
smelling,0.0,7.389191441548815,1.8472978603872037,0.0,0.0,0.0
smells,0.0,3.6945957207744073,3.6945957207744073,0.0,0.0,0.0
smiled,0.0,16.625680743484832,7.389191441548815,0.0,0.0,0.0
smit,1.5596157879354227,1.5596157879354227,18.715389455225072,0.0,0.0,0.0
smite,1.5596157879354227,1.5596157879354227,34.3115473345793,0.0,0.0,0.0
smites,0.0,0.0,4.505525936990736,0.0,0.0,0.0
smith,1.8472978603872037,0.0,5.541893581161611,0.0,0.0,0.0
smitten,0.0,0.0,6.758288905486104,0.0,0.0,0.0
smock,1.8472978603872037,0.0,3.6945957207744073,0.0,0.0,0.0
smoke,0.0,12.931085022710425,49.8770422304545,0.0,0.0,0.0
smoked,0.0,2.252762968495368,0.0,0.0,0.0,0.0
smoky,0.0,0.0,2.252762968495368,0.0,0.0,0.0
smooth,0.0,24.01487218503365,12.931085022710425,0.0,0.0,0.0
smoothed,0.0,4.505525936990736,0.0,0.0,0.0,0.0
smoothly,0.0,0.0,6.758288905486104,0.0,0.0,0.0
smooths,0.0,2.252762968495368,0.0,0.0,0.0,0.0
smote,0.0,11.083787162323222,60.96082939277772,0.0,0.0,0.0
smother,0.0,0.0,0.0,0.0,2.252762968495368,0.0
smothering,0.0,0.0,2.252762968495368,0.0,0.0,0.0
smouldering,0.0,0.0,4.505525936990736,0.0,0.0,0.0
smouldery,0.0,0.0,4.505525936990736,0.0,0.0,0.0
smutty,0.0,2.252762968495368,0.0,0.0,0.0,0.0
snaggy,0.0,0.0,2.252762968495368,0.0,0.0,0.0
snags,0.0,0.0,4.505525936990736,0.0,0.0,0.0
snails,0.0,0.0,2.252762968495368,0.0,0.0,0.0
snake,0.0,9.236489301936018,27.709467905808054,0.0,0.0,0.0
snakes,0.0,0.0,2.252762968495368,0.0,0.0,0.0
snaky,1.8472978603872037,5.541893581161611,0.0,0.0,0.0,0.0
snaly,0.0,0.0,2.252762968495368,0.0,0.0,0.0
snare,3.1192315758708453,6.238463151741691,6.238463151741691,0.0,0.0,0.0
snares,1.5596157879354227,1.5596157879354227,6.238463151741691,0.0,0.0,0.0
snarled,0.0,0.0,2.252762968495368,0.0,0.0,0.0
snatch,0.0,0.0,6.758288905486104,0.0,0.0,0.0
snatched,0.0,3.1192315758708453,24.953852606966763,0.0,1.5596157879354227,0.0
snatches,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0,0.0
snatching,0.0,0.0,11.083787162323222,0.0,1.8472978603872037,0.0
snift,0.0,0.0,2.252762968495368,0.0,0.0,0.0
snort,0.0,0.0,4.505525936990736,0.0,0.0,0.0
snowed,0.0,0.0,2.252762968495368,0.0,0.0,0.0
snubs,0.0,0.0,2.252762968495368,0.0,0.0,0.0
snuff,0.0,0.0,2.252762968495368,0.0,0.0,0.0
snuffed,0.0,2.252762968495368,0.0,0.0,0.0,0.0
soak,0.0,0.0,2.252762968495368,0.0,0.0,0.0
soared,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
soaring,0.0,3.6945957207744073,11.083787162323222,0.0,0.0,0.0
soars,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sob,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sobbed,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sobbing,0.0,0.0,4.505525936990736,0.0,0.0,0.0
sober,0.0,3.6945957207744073,44.33514864929289,0.0,0.0,0.0
sobriety,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sobs,0.0,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0
sociable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sociably,0.0,2.252762968495368,0.0,0.0,0.0,0.0
social,0.0,2.252762968495368,0.0,0.0,0.0,0.0
society,0.0,11.26381484247684,0.0,0.0,0.0,0.0
sockets,0.0,0.0,4.505525936990736,0.0,0.0,0.0
socrates,0.0,0.0,1.8472978603872037,0.0,44.33514864929289,0.0
sodom,0.0,4.505525936990736,0.0,0.0,0.0,0.0
sods,0.0,0.0,2.252762968495368,0.0,0.0,0.0
soes,2.252762968495368,0.0,0.0,0.0,0.0,0.0
soeva,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sofala,0.0,2.252762968495368,0.0,0.0,0.0,0.0
soften,3.6945957207744073,0.0,1.8472978603872037,0.0,0.0,0.0
softened,0.0,1.5596157879354227,1.5596157879354227,1.5596157879354227,0.0,0.0
softening,0.0,2.252762968495368,0.0,0.0,0.0,0.0
softest,0.0,2.252762968495368,0.0,0.0,0.0,0.0
softing,0.0,0.0,2.252762968495368,0.0,0.0,0.0
softness,0.0,2.252762968495368,0.0,0.0,0.0,0.0
soiled,0.0,1.8472978603872037,12.931085022710425,0.0,0.0,0.0
sojourn,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
sojourned,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sojourners,0.0,4.505525936990736,0.0,0.0,0.0,0.0
sojourning,0.0,0.0,2.252762968495368,0.0,0.0,0.0
solaced,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
solacing,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sold,0.0,1.5596157879354227,24.953852606966763,0.0,1.5596157879354227,0.0
soldier,0.0,0.0,4.505525936990736,0.0,0.0,0.0
sole,0.0,46.78847363806268,21.834621031095917,1.5596157879354227,0.0,0.0
solely,0.0,0.0,2.252762968495368,0.0,0.0,0.0
solemn,0.0,23.39423681903134,29.632699970773032,0.0,3.1192315758708453,0.0
solemnity,0.0,0.0,2.252762968495368,0.0,0.0,0.0
solemnize,1.8472978603872037,0.0,3.6945957207744073,0.0,0.0,0.0
solemnized,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
solemnly,0.0,0.0,2.252762968495368,0.0,0.0,0.0
soles,0.0,0.0,2.252762968495368,0.0,0.0,0.0
solicit,0.0,4.505525936990736,0.0,0.0,0.0,0.0
solicited,0.0,2.252762968495368,0.0,0.0,0.0,0.0
solicitous,0.0,2.252762968495368,0.0,0.0,0.0,0.0
solid,0.0,13.516577810972208,0.0,0.0,0.0,0.0
solitude,0.0,18.022103747962944,0.0,0.0,0.0,0.0
solomon,0.0,2.252762968495368,0.0,0.0,0.0,0.0
solstitial,0.0,2.252762968495368,0.0,0.0,0.0,0.0
solution,0.0,4.505525936990736,0.0,0.0,0.0,0.0
solve,0.0,2.252762968495368,0.0,0.0,0.0,0.0
somers,0.0,0.0,0.0,0.0,0.0,2.252762968495368
somerset,0.0,0.0,0.0,0.0,0.0,2.252762968495368
something,0.0,7.798078939677113,1.5596157879354227,0.0,1.5596157879354227,0.0
sometimes,0.0,18.472978603872036,3.6945957207744073,0.0,0.0,0.0
somewhere,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
somewhile,0.0,0.0,4.505525936990736,0.0,0.0,0.0
sondly,2.252762968495368,0.0,0.0,0.0,0.0,0.0
soneraine,0.0,0.0,0.0,2.252762968495368,0.0,0.0
songs,1.5596157879354227,10.917310515547959,1.5596157879354227,0.0,0.0,0.0
sonnet,200.49590419608776,0.0,0.0,0.0,0.0,0.0
sonnets,2.252762968495368,0.0,0.0,0.0,0.0,0.0
sonorous,0.0,2.252762968495368,0.0,0.0,0.0,0.0
soome,0.0,0.0,4.505525936990736,0.0,0.0,0.0
soone,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sooner,0.0,9.357694727612536,4.678847363806268,0.0,6.238463151741691,0.0
sooone,0.0,0.0,2.252762968495368,0.0,0.0,0.0
soot,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
sooth,0.0,1.8472978603872037,18.472978603872036,0.0,0.0,0.0
soothlich,0.0,0.0,2.252762968495368,0.0,0.0,0.0
soothly,0.0,0.0,11.26381484247684,0.0,0.0,0.0
soothsay,0.0,0.0,2.252762968495368,0.0,0.0,0.0
soothsayer,0.0,0.0,2.252762968495368,0.0,0.0,0.0
soothsays,0.0,0.0,6.758288905486104,0.0,0.0,0.0
sooty,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sophi,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sophisms,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sophy,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sorceress,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
sorceries,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sorcery,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
sord,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sordid,0.0,0.0,3.6945957207744073,1.8472978603872037,0.0,0.0
sorely,1.8472978603872037,0.0,33.251361486969664,0.0,0.0,0.0
sorer,0.0,0.0,0.0,2.252762968495368,0.0,0.0
sores,0.0,0.0,0.0,2.252762968495368,0.0,0.0
sorest,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sorrowed,0.0,0.0,6.758288905486104,0.0,0.0,0.0
sorrowful,1.5596157879354227,0.0,24.953852606966763,1.5596157879354227,0.0,0.0
sorrowfully,0.0,0.0,4.505525936990736,0.0,0.0,0.0
sorrowing,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
sorrowings,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sorry,0.0,0.0,57.26623367200332,5.541893581161611,0.0,0.0
sorted,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0,0.0
souldan,0.0,0.0,6.758288905486104,0.0,0.0,0.0
souldanselfe,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sound,0.0,1.8472978603872037,18.472978603872036,0.0,0.0,0.0
sounded,1.5596157879354227,1.5596157879354227,6.238463151741691,0.0,0.0,0.0
sounden,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sounder,0.0,0.0,2.252762968495368,0.0,0.0,0.0
soundest,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
sounding,0.0,3.6945957207744073,7.389191441548815,0.0,0.0,0.0
soundly,0.0,0.0,9.011051873981472,0.0,0.0,0.0
sounds,0.0,11.083787162323222,3.6945957207744073,0.0,0.0,0.0
sour,3.6945957207744073,0.0,9.236489301936018,0.0,0.0,0.0
sours,0.0,0.0,2.252762968495368,0.0,0.0,0.0
souse,0.0,0.0,15.769340779467576,0.0,0.0,0.0
soused,0.0,0.0,11.26381484247684,0.0,0.0,0.0
souses,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sousing,0.0,0.0,2.252762968495368,0.0,0.0,0.0
south,0.0,12.931085022710425,3.6945957207744073,0.0,0.0,0.0
southern,0.0,0.0,6.758288905486104,0.0,0.0,0.0
southmost,0.0,2.252762968495368,0.0,0.0,0.0,0.0
southward,0.0,2.252762968495368,0.0,0.0,0.0,0.0
southwind,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
souting,2.252762968495368,0.0,0.0,0.0,0.0,0.0
sovenance,0.0,0.0,4.505525936990736,0.0,0.0,0.0
sovereigns,0.0,0.0,4.505525936990736,0.0,0.0,0.0
sovereignty,0.0,3.1192315758708453,10.917310515547959,1.5596157879354227,0.0,0.0
sovran,0.0,38.29697046442126,0.0,0.0,0.0,0.0
sow,0.0,1.8472978603872037,7.389191441548815,0.0,0.0,0.0
sowd,0.0,5.541893581161611,0.0,1.8472978603872037,0.0,0.0
sowed,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
sower,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sown,0.0,1.8472978603872037,20.32027646425924,0.0,0.0,0.0
sp,0.0,0.0,0.0,6.758288905486104,0.0,0.0
spaces,0.0,3.6945957207744073,0.0,0.0,1.8472978603872037,0.0
spacious,0.0,20.32027646425924,18.472978603872036,0.0,0.0,0.0
spade,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
spaine,0.0,0.0,1.8472978603872037,0.0,0.0,1.8472978603872037
spakest,0.0,2.252762968495368,0.0,0.0,0.0,0.0
spalls,0.0,0.0,2.252762968495368,0.0,0.0,0.0
span,0.0,0.0,4.505525936990736,0.0,0.0,0.0
spangle,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spangled,0.0,2.252762968495368,0.0,0.0,0.0,0.0
spangling,0.0,2.252762968495368,0.0,0.0,0.0,0.0
spangs,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spaniel,0.0,0.0,4.505525936990736,0.0,0.0,0.0
spaniels,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spanish,0.0,2.252762968495368,0.0,0.0,0.0,0.0
spanned,0.0,2.252762968495368,0.0,0.0,0.0,0.0
spar,0.0,0.0,4.505525936990736,0.0,0.0,0.0
spared,0.0,3.6945957207744073,16.625680743484832,0.0,0.0,0.0
spares,0.0,1.8472978603872037,5.541893581161611,0.0,0.0,0.0
sparing,0.0,0.0,13.516577810972208,0.0,0.0,0.0
sparingly,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sparkle,0.0,0.0,4.505525936990736,0.0,0.0,0.0
sparkled,0.0,1.5596157879354227,1.5596157879354227,1.5596157879354227,0.0,0.0
sparkles,0.0,1.8472978603872037,9.236489301936018,0.0,0.0,0.0
sparkling,0.0,3.1192315758708453,14.036542091418804,6.238463151741691,0.0,0.0
sparks,1.5596157879354227,0.0,18.715389455225072,3.1192315758708453,0.0,0.0
sparrows,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spartan,0.0,2.252762968495368,0.0,0.0,0.0,0.0
spasm,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
spat,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spattering,0.0,2.252762968495368,0.0,0.0,0.0,0.0
spau,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spawn,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
spayne,0.0,0.0,2.252762968495368,0.0,0.0,0.0
speakable,0.0,2.252762968495368,0.0,0.0,0.0,0.0
speakest,0.0,0.0,0.0,0.0,4.505525936990736,0.0
speaking,0.0,9.236489301936018,12.931085022710425,0.0,0.0,0.0
speaks,1.5596157879354227,3.1192315758708453,3.1192315758708453,0.0,0.0,0.0
spear,0.0,22.167574324646445,203.2027646425924,0.0,0.0,0.0
spears,0.0,7.798078939677113,28.073084182837608,1.5596157879354227,0.0,0.0
special,0.0,1.5596157879354227,6.238463151741691,0.0,1.5596157879354227,0.0
specially,0.0,0.0,0.0,0.0,2.252762968495368,0.0
specious,0.0,6.758288905486104,0.0,0.0,0.0,0.0
specked,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
speckled,0.0,0.0,4.505525936990736,0.0,0.0,0.0
spectacle,0.0,0.0,33.79144452743052,0.0,0.0,0.0
spectator,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0,0.0
spectators,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
speculation,0.0,1.8472978603872037,0.0,1.8472978603872037,0.0,0.0
speculations,0.0,2.252762968495368,0.0,0.0,0.0,0.0
specus,0.0,2.252762968495368,0.0,0.0,0.0,0.0
sped,0.0,1.8472978603872037,22.167574324646445,0.0,0.0,0.0
speech,0.0,21.834621031095917,73.30194203296486,0.0,12.476926303483381,0.0
speechless,0.0,2.252762968495368,0.0,0.0,0.0,0.0
speed,0.0,32.751931546643874,65.50386309328775,0.0,1.5596157879354227,0.0
speedier,0.0,2.252762968495368,0.0,0.0,0.0,0.0
speediest,0.0,4.505525936990736,0.0,0.0,0.0,0.0
speedily,0.0,1.8472978603872037,3.6945957207744073,0.0,0.0,0.0
speediness,0.0,0.0,1.8472978603872037,0.0,1.8472978603872037,0.0
speeds,0.0,2.252762968495368,0.0,0.0,0.0,0.0
speedy,0.0,5.541893581161611,27.709467905808054,0.0,0.0,0.0
speepe,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spei,0.0,0.0,3.6945957207744073,3.6945957207744073,0.0,0.0
spell,0.0,0.0,15.769340779467576,0.0,0.0,0.0
spells,1.5596157879354227,1.5596157879354227,3.1192315758708453,0.0,0.0,0.0
spending,0.0,0.0,4.505525936990736,0.0,0.0,0.0
speranza,0.0,0.0,6.758288905486104,0.0,0.0,0.0
speraret,0.0,2.252762968495368,0.0,0.0,0.0,0.0
spewed,0.0,0.0,4.505525936990736,0.0,0.0,0.0
spews,0.0,0.0,2.252762968495368,0.0,0.0,0.0
sphered,0.0,2.252762968495368,0.0,0.0,0.0,0.0
spicery,0.0,0.0,6.758288905486104,0.0,0.0,0.0
spices,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spicy,0.0,9.011051873981472,0.0,0.0,0.0,0.0
spider,4.505525936990736,0.0,0.0,0.0,0.0,0.0
spiders,1.8472978603872037,0.0,3.6945957207744073,0.0,0.0,0.0
spied,0.0,3.1192315758708453,104.49425779167332,1.5596157879354227,0.0,0.0
spies,0.0,3.6945957207744073,12.931085022710425,0.0,0.0,0.0
spighting,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spill,9.236489301936018,0.0,18.472978603872036,0.0,0.0,0.0
spilled,0.0,1.5596157879354227,14.036542091418804,1.5596157879354227,0.0,0.0
spilling,2.252762968495368,0.0,0.0,0.0,0.0,0.0
spills,1.8472978603872037,0.0,3.6945957207744073,0.0,0.0,0.0
spin,0.0,0.0,6.758288905486104,0.0,0.0,0.0
spinning,0.0,1.8472978603872037,1.8472978603872037,0.0,0.0,0.0
spins,0.0,0.0,4.505525936990736,0.0,0.0,0.0
spio,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spire,0.0,0.0,4.505525936990736,0.0,0.0,0.0
spires,0.0,6.758288905486104,0.0,0.0,0.0,0.0
spirited,0.0,4.505525936990736,0.0,0.0,0.0,0.0
spiritless,0.0,2.252762968495368,0.0,0.0,0.0,0.0
spiritous,0.0,4.505525936990736,0.0,0.0,0.0,0.0
spirits,0.0,84.21925254851283,20.275005243160493,12.476926303483381,0.0,0.0
spiritual,0.0,16.625680743484832,3.6945957207744073,0.0,0.0,0.0
spit,0.0,0.0,6.758288905486104,0.0,0.0,0.0
spiteful,1.8472978603872037,0.0,12.931085022710425,0.0,0.0,0.0
spitefullest,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spites,0.0,0.0,2.252762968495368,0.0,0.0,0.0
spitting,0.0,0.0,4.505525936990736,0.0,0.0,0.0
spleen,0.0,0.0,2.252762968495368,0.0,0.0,0.0
splendid,0.0,2.252762968495368,0.0,0.0,0.0,0.0
splendors,0.0,2.252762968495368,0.0,0.0,0.0,0.0
splendour,0.0,9.011051873981472,0.0,0.0,0.0,0.0
split,0.0,0.0,2.252762968495368,0.0,0.0,0.0
